Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
32490.0,0.764287177979677,-1.90053107674498,1.17827864768253,-0.19503019102056304,-1.9201778571312,0.8177608990072529,-1.3183831935633898,0.437254748988703,0.356338051319987,0.344600408518781,0.7224244556048629,0.119385587781938,-1.0052383567964398,-0.74621284214828,-1.4328741839236,0.6060796773088579,0.909196845673282,-1.21364035375927,0.823650937046693,0.450173693026827,0.304485720687918,0.569325394105638,-0.241512333844858,0.0718718749744592,0.21999573262428,-0.128944044694901,0.0346807897030303,0.0533386911563822,250.0,0
116422.0,0.107796400541025,0.962515543423136,-0.393726592902914,-0.526500507141746,0.932422724343953,-0.813820053522353,0.9026154488767172,-0.0622233783815542,0.00924146612277894,-0.826700154546223,-0.6717591850301801,-0.282613592316589,-0.379977449374831,-0.932553438428432,-0.151758185981133,0.278614958635856,0.4584820561675471,-0.27003458009081605,-0.311438183395587,-0.0047944998863721396,-0.33506348074376097,-0.8376389187503199,0.11618579935881697,0.5597312232966839,-0.4524653566961479,0.116337370484414,0.222084172280738,0.0841168074547243,1.79,0
24084.0,1.0737469890451998,0.507987154524173,1.22438734850136,3.0207722297964703,-0.306449270981482,0.0830172273482219,-0.176474213686452,-0.0169423790571725,0.967171634747968,0.0860006729730617,0.719558945002392,-1.78898625535579,1.9456540252215704,1.20124550267455,-1.47976943339228,-0.406219163458113,1.02533371186374,-0.9353506181424392,-1.38291447989544,-0.227717620198441,-0.159732559027246,0.0304353199072033,0.0186452407451614,0.586382918671893,0.475506724644564,0.0332693928715646,0.00191858382187545,0.0176938411809151,7.6,0
52678.0,1.26286282997341,-0.0400251722524768,-0.17914122319873102,0.33149599986206896,0.39183223066483,0.630532737825923,-0.0751657254553327,0.0711386006065556,0.201934979336818,-0.0567814687210249,-0.376707670701956,1.0079157049079002,0.963943771352854,-0.125797778135664,-0.867089067848665,0.384592017101866,-0.8907173490771151,0.255105970019817,1.14612221663174,0.0483428817239899,-0.26982305639924803,-0.640829912342843,-0.244385502107356,-1.33192890734589,0.6718096903321039,0.35318936017838204,-0.0281038530723687,-0.00868249076440189,31.98,0
117795.0,-0.186150662778165,0.23505392402410705,-0.805681018880765,-0.8789580493433121,1.60743668571196,1.29956126114302,0.652969348916034,0.5241568206535611,0.193892921396938,-1.4896989693563405,1.16435118578125,0.433336282987745,-0.88117285405489,-1.1688386871052,-0.3626203081633811,-0.5613478093993659,1.43971784370543,-0.51295403637865,-0.7935884354403199,-0.0459118042117202,0.0181650991778191,0.0991388227560712,0.27946527506843605,-0.8777314674523928,-0.810313066482514,-0.149040942905332,0.13490072304446302,0.122161620678355,83.93,0
80810.0,1.08777229280577,-0.316453533746758,1.13883658163956,1.5542337025692,-0.6923781763800619,0.7913207230481041,-0.6805851033231701,0.18863095387322304,1.28029107913644,-0.365134688278818,-1.86347087651333,1.0712243483636,1.2656610516429498,-1.15511573133883,-1.32844183153107,-0.29228720066924296,-0.16315407794687198,-0.00396564873425031,0.33854798246429696,0.0386037929898651,0.0349674222967513,0.5227840904045179,-0.331292723090457,-0.35070782195272304,0.828879896333777,-0.0806251109810291,0.0900227859926192,0.0352701261160178,54.98,0
66389.0,0.994019903594037,-0.284956777237075,1.4049783018154498,1.87735278380682,-1.07194654326067,0.27602518415369,-0.546662340305285,0.290930823044931,1.3415860018188202,-0.403685617471779,-0.775792370031285,0.7053857755264509,-1.21073494538861,-0.534717927622577,-1.64664923572252,-1.25917234230063,1.01808465851616,-1.4184404051676005,-0.0285781673833828,-0.23156085806010496,-0.375366243259704,-0.703253061049747,0.138403104300093,0.5790805677984351,0.31647817488309904,-0.5418703582958251,0.0818755336643849,0.0364680806132574,35.18,0
117079.0,-3.44577139220178,-10.2028620533602,-3.8945070080746698,1.52542865451042,-3.70579395543912,0.687094832201442,2.96061917023207,-0.800777029623817,-0.190626852818304,-0.715782112451285,-0.9419193529140052,-0.206988991151096,0.66319517996304,0.115554518966739,-0.0500281794136437,1.36000301346334,0.400098684744637,-1.19255272834228,0.0401791608145093,5.906440943990741,1.53712877261563,-2.14091041383737,-2.11677941184307,0.775231372842021,-1.5134801393690902,-0.9118034745735808,-0.545684956327273,0.469395579510758,2919.92,0
40806.0,-0.4685217812722979,0.12860287318937,1.3038329235963702,1.15683374134639,0.25583591465522,0.303319458529257,0.0342637723344714,0.27889303674213,-0.0477335084396875,-0.0852771720746278,-1.27039948723688,-1.13548937172899,-1.296814134128,0.422141602284878,1.9428905257839295,-0.0328254221041463,-0.175534633448544,0.516542591286313,0.363097457915594,0.16643768009747306,0.30269966145925703,0.6863158145400972,0.13197663112456598,-0.6863969992238299,-0.7179662614735679,-0.226988830278628,0.214137132031994,0.205821933162462,73.5,0
87223.0,1.14828773475324,-1.70425983295973,-1.10560145365995,0.24397225156094896,-0.136886091931289,1.46313143891831,-0.33973691881634993,0.38268884390393,1.07976968435775,-0.344705347910091,0.9999848163324532,1.29753591197928,0.409884937794204,0.29535860962323995,1.19912124482822,-0.294644008941581,-0.324924581572452,-0.222631218068233,-0.991748833703793,0.477889440016728,0.5464364216105471,1.01151172471967,-0.214240950647142,-1.60442353954893,-0.35354577876374105,-0.490460493988251,0.0354401363783448,0.0056245011038934785,378.63,0
79335.0,-0.6493521181073629,0.789694668419759,0.957354231595102,-1.83409984410588,-0.346164710494044,-0.00531783573913643,-1.23365217455914,-3.33628459608836,0.617852484170386,-2.12410496127163,0.460630425294764,1.2185322848561,-0.41192774258805,0.848043427747791,1.55840352046919,-0.621789001992204,0.308929770233215,-1.26532220589732,-1.30415334198309,0.235658817161046,-0.6961635933213149,-0.435164672242165,-0.014369790470986,0.0329051428173215,0.858388931226763,-1.01559419268737,0.147646309634021,0.22129490027768306,7.99,0
1104.0,-0.423703849876215,0.781511297868078,0.7770923175941559,0.680119168578565,0.776653788998222,1.65000548865373,1.19864630654403,-0.0504433338169507,0.23645105302814895,0.7650754217775559,-0.5022566371049451,-0.7017796931892641,-1.42550188767144,-0.0983130184356533,-0.108702243259625,-0.5987802428534661,-0.3981155488102461,0.49732191474271,1.64156050893659,0.3809275886938661,-0.257799865458568,-0.0194793100801794,-0.370074938481452,-1.72623145703995,0.0727507844297547,-0.179414134021697,0.23707137430881695,-0.238669360890492,106.77,0
72689.0,1.25650064093166,0.33818666703435896,0.29919946232335304,0.694391841816906,-0.389028334713512,-1.07549730905505,0.0715638069668798,-0.19085956766041606,0.0665560587689934,-0.276127471049736,-0.108852986420453,0.1148577492732,0.00432236327709309,-0.24353887020292106,1.11875584041507,0.490530354889377,0.005496948646374711,-0.27013875000230303,-0.19488565685302806,-0.0948319283046609,-0.290513977787278,-0.8491341345039009,0.13135726760402305,0.333721644133539,0.209280755872777,0.0954921859137717,-0.0245354209959893,0.0302912653273652,1.79,0
36449.0,-1.78854452185913,-0.396418707603113,1.95424735767721,1.5631716968472702,0.66114887127126,0.0659003123223313,1.04335154749591,-0.114150561459795,-1.07679233527784,0.4108297725109339,0.7759042538400871,0.200963883364279,0.15602347471789402,-0.127018475702332,-0.48231626950574,1.3931116933841898,-1.5180610951992,0.472629602668585,-1.09029777402765,-0.0923029420442818,-0.114067329425246,-0.17972338568633806,0.763966155916612,-0.0529526194106478,-0.114786296356444,-0.392331578073641,-0.0728150087543371,-0.135985368096109,179.0,0
107968.0,1.90427608367634,-0.494244865697193,-0.26568172172201504,0.544538341019094,-0.55855708232391,0.139408070516434,-0.897545224277109,0.14317395019417498,2.63239412224534,-0.350995645607401,1.4927312189204698,-1.88906065128367,0.725737395373197,1.6097604562134098,-0.814342067429417,0.293495630933363,0.0275961918168303,1.16926530967572,-0.17775309143246598,-0.245356946841688,0.148019506427906,0.7754626371047479,0.115908175085007,0.7114922689688159,-0.126075846941166,-0.24762640110930495,-0.00385839228274895,-0.0451248201585881,29.95,0
72390.0,-1.00581293731769,1.73666191803369,0.166297856689631,0.685339424675802,0.0134814200444092,0.172306655899616,-0.25715086760510103,-2.2810197526677403,-0.16393710869094,0.175745698910735,-1.38110158068755,-0.31233275421268897,-0.223929679386922,0.480866114724792,1.07504886518588,0.0460772475804199,-0.248195202134081,0.4436752932717151,0.6268081794476911,-0.6225670049423871,2.35199009135303,-0.514170307278778,0.17100687954406998,-0.497098496201873,-0.00823556046374302,-0.29388050493204904,-0.214083621137622,-0.24514587229157395,21.24,0
81255.0,-1.85239746103204,-0.303471258687238,1.8786346006407,-1.06510472594748,0.395703364826107,0.553985264458974,0.143268010888703,0.154033307781811,0.7606028845858329,-0.912350942160948,-1.46276996820371,0.603487430968354,1.17007127324171,-1.1234269966558998,-0.6415787742419681,0.0284698039927265,-0.337905501604135,-0.850371607800445,-0.111696454462446,-0.0622562574341049,-0.27310035648141,-0.396016343956588,-0.562881071687996,-0.836081457676249,0.176925512793314,0.8445378596814,-0.631190942656175,-0.524331936846837,67.98,0
71079.0,1.3918968803123,-0.201415595152837,0.0896615477363553,0.25001742788457504,-0.459185254561886,-0.41770890572942,-0.273370067920561,-0.138962372778496,-0.914907099037426,0.8082895304955301,-1.40714359274423,-0.567241796635087,-0.021464305470652,0.258833045931126,0.8936109399700269,-1.10828106724745,-0.456164181924329,1.34292127615452,-0.7213860801074059,-0.53926551041009,-0.5938522867386229,-1.26259041569467,0.0240420163928086,-0.547949305627682,0.455357088892553,-0.497210742871744,0.0396006221118427,0.0224493892545139,11.01,0
83295.0,-0.783612840657365,-0.490283111097516,-0.39833370044777705,0.82038826673563,1.38726565186255,4.73268925818858,1.71850821407571,0.57202996441255,-0.6849698532848671,-0.214686731284815,-0.464530003098708,-0.371611876646366,-0.0970955243353735,0.0430242649883932,0.6247155650463531,-0.8406344202033791,-0.018685470673866,0.44724466229030696,2.0672921889447298,1.25787495934225,0.121406335579614,-0.145211603154219,0.714279619940687,0.975184963978952,0.3228386279507769,-0.16051934462276998,-0.145508062765034,-0.0672759057215137,439.99,0
112880.0,1.9287992925370905,2.54401011593352,-4.40163673849316,4.81356413733957,2.58466420191554,-2.15473207439918,1.36509772777955,-0.510635602123746,-1.97189211282759,-1.70870575125898,1.4992028432833702,-1.4583882097766498,0.283904067688581,-7.5072307877989015,0.0645604411020586,3.0700456630376203,5.4294243011866,2.77392008208781,-2.71988900557059,-0.0212362857306821,-0.338069098246923,-0.863029455487253,-0.0798237608727324,-0.6388964745994671,0.312391393579144,0.0729962878861099,0.0217795777576156,0.114659154591934,3.79,0
113385.0,-1.09472369027313,0.192791771158122,-0.332285040671047,-2.20658884567386,3.7151980857900297,3.03860007529607,0.31583116230394703,0.902426829511298,-0.4218463151272321,-1.19534729561271,-0.16658873378071698,-0.117277273328065,-0.3993050577432439,0.588987534000061,0.71110408815303,-0.21400739859426104,-0.7980294652424429,0.0653864752368458,-0.8687978910868409,0.0332619716529255,0.31051688276604805,0.633610040443687,-0.552412860857417,0.720322217876404,1.25430838610207,-0.3599234618802679,0.0178101259685126,0.0460186988234651,1.0,0
31745.0,1.1013201512551298,0.0527459834088559,-0.169030207952522,0.9357493151464152,0.269870888970612,0.0194892237780326,0.25168879491093804,-0.0787854324703864,-0.0171083229567869,-0.0747645842188755,-0.8722105941812109,0.153968155841209,0.428909118160986,0.328214690474417,1.21148568256378,-0.0015556294346580801,-0.466877425351185,-0.345568335334419,-0.441026484504525,0.0378212927429957,0.0531828841687294,0.0667417535259052,-0.249309707279562,-0.742396560582385,0.7063644193873879,-0.256406389307983,0.015448110437561,0.0234088417534132,86.76,0
71463.0,-5.83282361761326,5.2401974463596,-3.3181348079721005,0.855898029962879,-3.47454203525787,-1.3796574893603302,-3.05922514578432,4.06869207380906,-0.91458972395641,-0.0500223672234811,-1.843766160163,1.7328906186759,0.953126281892237,2.9268025335611303,0.705927815688563,0.7022597575780761,1.4537055500521,0.325371068514504,0.247300176135705,-0.5672691500377071,0.581604719061507,0.31471165621061,0.462003347004843,0.374560932025564,0.140968083903617,-0.421921923311021,-1.95232351122946,-0.453857287848537,2.31,0
71166.0,-0.7550001525325609,1.39273588253717,1.46055200313315,0.0497215975217876,-0.16926463273703304,-1.28191569172049,0.9331829386146592,-0.32157514168642404,0.0665476757824511,0.308145271312528,0.436682722271524,0.133082265038102,0.204618324788811,-0.78802230208425,0.8954346162846001,0.096179762286291,0.06764486404661099,-0.3970692542111721,-0.349120827490617,0.432088620355002,-0.340820258939728,-0.593007926704466,0.0325854723236922,0.8653517822950171,-0.147043907447948,0.0191926978383078,0.29706860976923805,0.0100865320825337,10.74,0
